campaign_external_source,campaign_external_id,category_code,is_primary
giftpop.vn,MP2212130004,GIFTPOP_VN_A109,true
giftpop.vn,MP2212130003,GIFTPOP_VN_A109,true
giftpop.vn,MP2212130002,GIFTPOP_VN_A109,true
giftpop.vn,MP2212130001,GIFTPOP_VN_A109,true
