campaign_external_source,campaign_external_id,brand_external_source,brand_external_id,is_primary
giftpop.vn,MP2212130004,giftpop.vn,LANEIGE,true
giftpop.vn,MP2212130003,giftpop.vn,LANEIGE,true
giftpop.vn,MP2212130002,giftpop.vn,LANEIGE,true
giftpop.vn,MP2212130001,giftpop.vn,LANEIGE,true
