external_source,external_id,display_name,logo_url,source_url,crawled_at
giftpop.vn,LANEIGE,Laneige,https://img.giftpop.vn/brand/logo/LANEIGE.png,https://www.giftpop.vn/brandshop/list?view&brand_code=LANEIGE,2026-08-25T04:38:57.946Z
